time,State,Value,Variable,Date,Month,Year,State_Code
1992-12-01,Colorado,10.7,Min Temperature,1992-12-01,12,1992,CO
1993-01-01,Colorado,12.8,Min Temperature,1993-01-01,1,1993,CO
1993-02-01,Colorado,14.5,Min Temperature,1993-02-01,2,1993,CO
1993-03-01,Colorado,23.5,Min Temperature,1993-03-01,3,1993,CO
1993-04-01,Colorado,29.2,Min Temperature,1993-04-01,4,1993,CO
1993-05-01,Colorado,39.1,Min Temperature,1993-05-01,5,1993,CO
1993-06-01,Colorado,45.4,Min Temperature,1993-06-01,6,1993,CO
1993-07-01,Colorado,50.9,Min Temperature,1993-07-01,7,1993,CO
1993-08-01,Colorado,50.4,Min Temperature,1993-08-01,8,1993,CO
1993-09-01,Colorado,40.4,Min Temperature,1993-09-01,9,1993,CO
1993-10-01,Colorado,31.3,Min Temperature,1993-10-01,10,1993,CO
1993-11-01,Colorado,16.6,Min Temperature,1993-11-01,11,1993,CO
1993-12-01,Colorado,14.2,Min Temperature,1993-12-01,12,1993,CO
1994-01-01,Colorado,13.8,Min Temperature,1994-01-01,1,1994,CO
1994-02-01,Colorado,13.1,Min Temperature,1994-02-01,2,1994,CO
1994-03-01,Colorado,23.8,Min Temperature,1994-03-01,3,1994,CO
1994-04-01,Colorado,30.1,Min Temperature,1994-04-01,4,1994,CO
1994-05-01,Colorado,41.1,Min Temperature,1994-05-01,5,1994,CO
1994-06-01,Colorado,50.1,Min Temperature,1994-06-01,6,1994,CO
1994-07-01,Colorado,51.5,Min Temperature,1994-07-01,7,1994,CO
1994-08-01,Colorado,53.2,Min Temperature,1994-08-01,8,1994,CO
1994-09-01,Colorado,44.0,Min Temperature,1994-09-01,9,1994,CO
1994-10-01,Colorado,33.1,Min Temperature,1994-10-01,10,1994,CO
1994-11-01,Colorado,20.3,Min Temperature,1994-11-01,11,1994,CO
1994-12-01,Colorado,17.1,Min Temperature,1994-12-01,12,1994,CO
1995-01-01,Colorado,15.3,Min Temperature,1995-01-01,1,1995,CO
1995-02-01,Colorado,20.9,Min Temperature,1995-02-01,2,1995,CO
1995-03-01,Colorado,23.3,Min Temperature,1995-03-01,3,1995,CO
1995-04-01,Colorado,27.1,Min Temperature,1995-04-01,4,1995,CO
1995-05-01,Colorado,36.1,Min Temperature,1995-05-01,5,1995,CO
1995-06-01,Colorado,44.6,Min Temperature,1995-06-01,6,1995,CO
1995-07-01,Colorado,50.5,Min Temperature,1995-07-01,7,1995,CO
1995-08-01,Colorado,53.6,Min Temperature,1995-08-01,8,1995,CO
1995-09-01,Colorado,43.4,Min Temperature,1995-09-01,9,1995,CO
1995-10-01,Colorado,30.3,Min Temperature,1995-10-01,10,1995,CO
1995-11-01,Colorado,24.1,Min Temperature,1995-11-01,11,1995,CO
1995-12-01,Colorado,16.6,Min Temperature,1995-12-01,12,1995,CO
1996-01-01,Colorado,10.9,Min Temperature,1996-01-01,1,1996,CO
1996-02-01,Colorado,16.7,Min Temperature,1996-02-01,2,1996,CO
1996-03-01,Colorado,19.6,Min Temperature,1996-03-01,3,1996,CO
1996-04-01,Colorado,29.1,Min Temperature,1996-04-01,4,1996,CO
1996-05-01,Colorado,41.0,Min Temperature,1996-05-01,5,1996,CO
1996-06-01,Colorado,48.3,Min Temperature,1996-06-01,6,1996,CO
1996-07-01,Colorado,53.6,Min Temperature,1996-07-01,7,1996,CO
1996-08-01,Colorado,51.3,Min Temperature,1996-08-01,8,1996,CO
1996-09-01,Colorado,42.3,Min Temperature,1996-09-01,9,1996,CO
1996-10-01,Colorado,31.5,Min Temperature,1996-10-01,10,1996,CO
1996-11-01,Colorado,22.3,Min Temperature,1996-11-01,11,1996,CO
1996-12-01,Colorado,14.9,Min Temperature,1996-12-01,12,1996,CO
1997-01-01,Colorado,12.8,Min Temperature,1997-01-01,1,1997,CO
1997-02-01,Colorado,14.9,Min Temperature,1997-02-01,2,1997,CO
1997-03-01,Colorado,22.7,Min Temperature,1997-03-01,3,1997,CO
1997-04-01,Colorado,25.5,Min Temperature,1997-04-01,4,1997,CO
1997-05-01,Colorado,38.5,Min Temperature,1997-05-01,5,1997,CO
1997-06-01,Colorado,48.0,Min Temperature,1997-06-01,6,1997,CO
1997-07-01,Colorado,52.1,Min Temperature,1997-07-01,7,1997,CO
1997-08-01,Colorado,51.8,Min Temperature,1997-08-01,8,1997,CO
1997-09-01,Colorado,46.6,Min Temperature,1997-09-01,9,1997,CO
1997-10-01,Colorado,31.7,Min Temperature,1997-10-01,10,1997,CO
1997-11-01,Colorado,20.5,Min Temperature,1997-11-01,11,1997,CO
1997-12-01,Colorado,13.8,Min Temperature,1997-12-01,12,1997,CO
1998-01-01,Colorado,16.3,Min Temperature,1998-01-01,1,1998,CO
1998-02-01,Colorado,18.6,Min Temperature,1998-02-01,2,1998,CO
1998-03-01,Colorado,20.6,Min Temperature,1998-03-01,3,1998,CO
1998-04-01,Colorado,27.6,Min Temperature,1998-04-01,4,1998,CO
1998-05-01,Colorado,39.4,Min Temperature,1998-05-01,5,1998,CO
1998-06-01,Colorado,44.1,Min Temperature,1998-06-01,6,1998,CO
1998-07-01,Colorado,55.2,Min Temperature,1998-07-01,7,1998,CO
1998-08-01,Colorado,51.8,Min Temperature,1998-08-01,8,1998,CO
1998-09-01,Colorado,47.4,Min Temperature,1998-09-01,9,1998,CO
1998-10-01,Colorado,34.0,Min Temperature,1998-10-01,10,1998,CO
1998-11-01,Colorado,25.8,Min Temperature,1998-11-01,11,1998,CO
1998-12-01,Colorado,13.4,Min Temperature,1998-12-01,12,1998,CO
1999-01-01,Colorado,17.9,Min Temperature,1999-01-01,1,1999,CO
1999-02-01,Colorado,18.9,Min Temperature,1999-02-01,2,1999,CO
1999-03-01,Colorado,24.8,Min Temperature,1999-03-01,3,1999,CO
1999-04-01,Colorado,27.7,Min Temperature,1999-04-01,4,1999,CO
1999-05-01,Colorado,37.0,Min Temperature,1999-05-01,5,1999,CO
1999-06-01,Colorado,45.7,Min Temperature,1999-06-01,6,1999,CO
1999-07-01,Colorado,54.5,Min Temperature,1999-07-01,7,1999,CO
1999-08-01,Colorado,52.4,Min Temperature,1999-08-01,8,1999,CO
1999-09-01,Colorado,41.3,Min Temperature,1999-09-01,9,1999,CO
1999-10-01,Colorado,31.1,Min Temperature,1999-10-01,10,1999,CO
1999-11-01,Colorado,25.1,Min Temperature,1999-11-01,11,1999,CO
1999-12-01,Colorado,15.2,Min Temperature,1999-12-01,12,1999,CO
2000-01-01,Colorado,17.2,Min Temperature,2000-01-01,1,2000,CO
2000-02-01,Colorado,21.1,Min Temperature,2000-02-01,2,2000,CO
2000-03-01,Colorado,24.2,Min Temperature,2000-03-01,3,2000,CO
2000-04-01,Colorado,31.0,Min Temperature,2000-04-01,4,2000,CO
2000-05-01,Colorado,40.8,Min Temperature,2000-05-01,5,2000,CO
2000-06-01,Colorado,47.3,Min Temperature,2000-06-01,6,2000,CO
2000-07-01,Colorado,54.1,Min Temperature,2000-07-01,7,2000,CO
2000-08-01,Colorado,53.9,Min Temperature,2000-08-01,8,2000,CO
2000-09-01,Colorado,44.0,Min Temperature,2000-09-01,9,2000,CO
2000-10-01,Colorado,34.2,Min Temperature,2000-10-01,10,2000,CO
2000-11-01,Colorado,15.2,Min Temperature,2000-11-01,11,2000,CO
2000-12-01,Colorado,13.2,Min Temperature,2000-12-01,12,2000,CO
2001-01-01,Colorado,11.8,Min Temperature,2001-01-01,1,2001,CO
2001-02-01,Colorado,16.6,Min Temperature,2001-02-01,2,2001,CO
2001-03-01,Colorado,24.2,Min Temperature,2001-03-01,3,2001,CO
2001-04-01,Colorado,32.1,Min Temperature,2001-04-01,4,2001,CO
2001-05-01,Colorado,39.9,Min Temperature,2001-05-01,5,2001,CO
2001-06-01,Colorado,47.8,Min Temperature,2001-06-01,6,2001,CO
2001-07-01,Colorado,55.4,Min Temperature,2001-07-01,7,2001,CO
2001-08-01,Colorado,52.1,Min Temperature,2001-08-01,8,2001,CO
2001-09-01,Colorado,44.4,Min Temperature,2001-09-01,9,2001,CO
2001-10-01,Colorado,32.7,Min Temperature,2001-10-01,10,2001,CO
2001-11-01,Colorado,24.4,Min Temperature,2001-11-01,11,2001,CO
2001-12-01,Colorado,13.7,Min Temperature,2001-12-01,12,2001,CO
2002-01-01,Colorado,12.3,Min Temperature,2002-01-01,1,2002,CO
2002-02-01,Colorado,12.2,Min Temperature,2002-02-01,2,2002,CO
2002-03-01,Colorado,17.0,Min Temperature,2002-03-01,3,2002,CO
2002-04-01,Colorado,32.1,Min Temperature,2002-04-01,4,2002,CO
2002-05-01,Colorado,37.6,Min Temperature,2002-05-01,5,2002,CO
2002-06-01,Colorado,50.4,Min Temperature,2002-06-01,6,2002,CO
2002-07-01,Colorado,55.0,Min Temperature,2002-07-01,7,2002,CO
2002-08-01,Colorado,51.2,Min Temperature,2002-08-01,8,2002,CO
2002-09-01,Colorado,44.7,Min Temperature,2002-09-01,9,2002,CO
2002-10-01,Colorado,30.1,Min Temperature,2002-10-01,10,2002,CO
2002-11-01,Colorado,21.2,Min Temperature,2002-11-01,11,2002,CO
2002-12-01,Colorado,15.4,Min Temperature,2002-12-01,12,2002,CO
2003-01-01,Colorado,18.7,Min Temperature,2003-01-01,1,2003,CO
2003-02-01,Colorado,14.5,Min Temperature,2003-02-01,2,2003,CO
2003-03-01,Colorado,23.9,Min Temperature,2003-03-01,3,2003,CO
2003-04-01,Colorado,31.4,Min Temperature,2003-04-01,4,2003,CO
2003-05-01,Colorado,39.7,Min Temperature,2003-05-01,5,2003,CO
2003-06-01,Colorado,45.7,Min Temperature,2003-06-01,6,2003,CO
2003-07-01,Colorado,55.6,Min Temperature,2003-07-01,7,2003,CO
2003-08-01,Colorado,53.5,Min Temperature,2003-08-01,8,2003,CO
2003-09-01,Colorado,41.2,Min Temperature,2003-09-01,9,2003,CO
2003-10-01,Colorado,35.6,Min Temperature,2003-10-01,10,2003,CO
2003-11-01,Colorado,21.3,Min Temperature,2003-11-01,11,2003,CO
2003-12-01,Colorado,15.7,Min Temperature,2003-12-01,12,2003,CO
2004-01-01,Colorado,13.0,Min Temperature,2004-01-01,1,2004,CO
2004-02-01,Colorado,13.7,Min Temperature,2004-02-01,2,2004,CO
2004-03-01,Colorado,27.0,Min Temperature,2004-03-01,3,2004,CO
2004-04-01,Colorado,31.4,Min Temperature,2004-04-01,4,2004,CO
2004-05-01,Colorado,39.8,Min Temperature,2004-05-01,5,2004,CO
2004-06-01,Colorado,46.0,Min Temperature,2004-06-01,6,2004,CO
2004-07-01,Colorado,51.4,Min Temperature,2004-07-01,7,2004,CO
2004-08-01,Colorado,48.6,Min Temperature,2004-08-01,8,2004,CO
2004-09-01,Colorado,43.3,Min Temperature,2004-09-01,9,2004,CO
2004-10-01,Colorado,34.0,Min Temperature,2004-10-01,10,2004,CO
2004-11-01,Colorado,22.7,Min Temperature,2004-11-01,11,2004,CO
2004-12-01,Colorado,16.0,Min Temperature,2004-12-01,12,2004,CO
2005-01-01,Colorado,19.0,Min Temperature,2005-01-01,1,2005,CO
2005-02-01,Colorado,19.0,Min Temperature,2005-02-01,2,2005,CO
2005-03-01,Colorado,22.0,Min Temperature,2005-03-01,3,2005,CO
2005-04-01,Colorado,29.4,Min Temperature,2005-04-01,4,2005,CO
2005-05-01,Colorado,38.8,Min Temperature,2005-05-01,5,2005,CO
2005-06-01,Colorado,46.0,Min Temperature,2005-06-01,6,2005,CO
2005-07-01,Colorado,53.3,Min Temperature,2005-07-01,7,2005,CO
2005-08-01,Colorado,50.7,Min Temperature,2005-08-01,8,2005,CO
2005-09-01,Colorado,45.0,Min Temperature,2005-09-01,9,2005,CO
2005-10-01,Colorado,34.6,Min Temperature,2005-10-01,10,2005,CO
2005-11-01,Colorado,24.1,Min Temperature,2005-11-01,11,2005,CO
2005-12-01,Colorado,13.4,Min Temperature,2005-12-01,12,2005,CO
2006-01-01,Colorado,16.4,Min Temperature,2006-01-01,1,2006,CO
2006-02-01,Colorado,13.4,Min Temperature,2006-02-01,2,2006,CO
2006-03-01,Colorado,21.7,Min Temperature,2006-03-01,3,2006,CO
2006-04-01,Colorado,31.3,Min Temperature,2006-04-01,4,2006,CO
2006-05-01,Colorado,39.9,Min Temperature,2006-05-01,5,2006,CO
2006-06-01,Colorado,49.4,Min Temperature,2006-06-01,6,2006,CO
2006-07-01,Colorado,55.5,Min Temperature,2006-07-01,7,2006,CO
2006-08-01,Colorado,52.2,Min Temperature,2006-08-01,8,2006,CO
2006-09-01,Colorado,39.6,Min Temperature,2006-09-01,9,2006,CO
2006-10-01,Colorado,32.2,Min Temperature,2006-10-01,10,2006,CO
2006-11-01,Colorado,22.9,Min Temperature,2006-11-01,11,2006,CO
2006-12-01,Colorado,15.3,Min Temperature,2006-12-01,12,2006,CO
2007-01-01,Colorado,6.9,Min Temperature,2007-01-01,1,2007,CO
2007-02-01,Colorado,16.3,Min Temperature,2007-02-01,2,2007,CO
2007-03-01,Colorado,26.8,Min Temperature,2007-03-01,3,2007,CO
2007-04-01,Colorado,30.1,Min Temperature,2007-04-01,4,2007,CO
2007-05-01,Colorado,39.5,Min Temperature,2007-05-01,5,2007,CO
2007-06-01,Colorado,47.2,Min Temperature,2007-06-01,6,2007,CO
2007-07-01,Colorado,54.6,Min Temperature,2007-07-01,7,2007,CO
2007-08-01,Colorado,54.4,Min Temperature,2007-08-01,8,2007,CO
2007-09-01,Colorado,44.9,Min Temperature,2007-09-01,9,2007,CO
2007-10-01,Colorado,33.3,Min Temperature,2007-10-01,10,2007,CO
2007-11-01,Colorado,23.0,Min Temperature,2007-11-01,11,2007,CO
2007-12-01,Colorado,11.1,Min Temperature,2007-12-01,12,2007,CO
2008-01-01,Colorado,8.4,Min Temperature,2008-01-01,1,2008,CO
2008-02-01,Colorado,15.0,Min Temperature,2008-02-01,2,2008,CO
2008-03-01,Colorado,20.1,Min Temperature,2008-03-01,3,2008,CO
2008-04-01,Colorado,25.9,Min Temperature,2008-04-01,4,2008,CO
2008-05-01,Colorado,36.3,Min Temperature,2008-05-01,5,2008,CO
2008-06-01,Colorado,45.5,Min Temperature,2008-06-01,6,2008,CO
2008-07-01,Colorado,53.5,Min Temperature,2008-07-01,7,2008,CO
2008-08-01,Colorado,51.9,Min Temperature,2008-08-01,8,2008,CO
2008-09-01,Colorado,42.5,Min Temperature,2008-09-01,9,2008,CO
2008-10-01,Colorado,32.9,Min Temperature,2008-10-01,10,2008,CO
2008-11-01,Colorado,25.2,Min Temperature,2008-11-01,11,2008,CO
2008-12-01,Colorado,13.2,Min Temperature,2008-12-01,12,2008,CO
2009-01-01,Colorado,15.5,Min Temperature,2009-01-01,1,2009,CO
2009-02-01,Colorado,18.6,Min Temperature,2009-02-01,2,2009,CO
2009-03-01,Colorado,22.7,Min Temperature,2009-03-01,3,2009,CO
2009-04-01,Colorado,28.7,Min Temperature,2009-04-01,4,2009,CO
2009-05-01,Colorado,41.1,Min Temperature,2009-05-01,5,2009,CO
2009-06-01,Colorado,46.3,Min Temperature,2009-06-01,6,2009,CO
2009-07-01,Colorado,52.0,Min Temperature,2009-07-01,7,2009,CO
2009-08-01,Colorado,49.4,Min Temperature,2009-08-01,8,2009,CO
2009-09-01,Colorado,43.3,Min Temperature,2009-09-01,9,2009,CO
2009-10-01,Colorado,28.5,Min Temperature,2009-10-01,10,2009,CO
2009-11-01,Colorado,24.1,Min Temperature,2009-11-01,11,2009,CO
2009-12-01,Colorado,8.5,Min Temperature,2009-12-01,12,2009,CO
2010-01-01,Colorado,13.2,Min Temperature,2010-01-01,1,2010,CO
2010-02-01,Colorado,12.9,Min Temperature,2010-02-01,2,2010,CO
2010-03-01,Colorado,22.0,Min Temperature,2010-03-01,3,2010,CO
2010-04-01,Colorado,30.1,Min Temperature,2010-04-01,4,2010,CO
2010-05-01,Colorado,36.1,Min Temperature,2010-05-01,5,2010,CO
2010-06-01,Colorado,48.8,Min Temperature,2010-06-01,6,2010,CO
2010-07-01,Colorado,53.9,Min Temperature,2010-07-01,7,2010,CO
2010-08-01,Colorado,52.0,Min Temperature,2010-08-01,8,2010,CO
2010-09-01,Colorado,44.4,Min Temperature,2010-09-01,9,2010,CO
2010-10-01,Colorado,34.8,Min Temperature,2010-10-01,10,2010,CO
2010-11-01,Colorado,20.1,Min Temperature,2010-11-01,11,2010,CO
2010-12-01,Colorado,19.3,Min Temperature,2010-12-01,12,2010,CO
2011-01-01,Colorado,10.9,Min Temperature,2011-01-01,1,2011,CO
2011-02-01,Colorado,10.6,Min Temperature,2011-02-01,2,2011,CO
2011-03-01,Colorado,24.1,Min Temperature,2011-03-01,3,2011,CO
2011-04-01,Colorado,29.2,Min Temperature,2011-04-01,4,2011,CO
2011-05-01,Colorado,35.8,Min Temperature,2011-05-01,5,2011,CO
2011-06-01,Colorado,46.9,Min Temperature,2011-06-01,6,2011,CO
2011-07-01,Colorado,55.2,Min Temperature,2011-07-01,7,2011,CO
2011-08-01,Colorado,53.9,Min Temperature,2011-08-01,8,2011,CO
2011-09-01,Colorado,44.0,Min Temperature,2011-09-01,9,2011,CO
2011-10-01,Colorado,32.8,Min Temperature,2011-10-01,10,2011,CO
2011-11-01,Colorado,21.3,Min Temperature,2011-11-01,11,2011,CO
2011-12-01,Colorado,11.9,Min Temperature,2011-12-01,12,2011,CO
2012-01-01,Colorado,15.8,Min Temperature,2012-01-01,1,2012,CO
2012-02-01,Colorado,15.4,Min Temperature,2012-02-01,2,2012,CO
2012-03-01,Colorado,26.6,Min Temperature,2012-03-01,3,2012,CO
2012-04-01,Colorado,33.6,Min Temperature,2012-04-01,4,2012,CO
2012-05-01,Colorado,39.8,Min Temperature,2012-05-01,5,2012,CO
2012-06-01,Colorado,51.0,Min Temperature,2012-06-01,6,2012,CO
2012-07-01,Colorado,55.6,Min Temperature,2012-07-01,7,2012,CO
2012-08-01,Colorado,52.3,Min Temperature,2012-08-01,8,2012,CO
2012-09-01,Colorado,44.2,Min Temperature,2012-09-01,9,2012,CO
2012-10-01,Colorado,32.0,Min Temperature,2012-10-01,10,2012,CO
2012-11-01,Colorado,24.5,Min Temperature,2012-11-01,11,2012,CO
2012-12-01,Colorado,13.5,Min Temperature,2012-12-01,12,2012,CO
2013-01-01,Colorado,9.1,Min Temperature,2013-01-01,1,2013,CO
2013-02-01,Colorado,12.6,Min Temperature,2013-02-01,2,2013,CO
2013-03-01,Colorado,21.0,Min Temperature,2013-03-01,3,2013,CO
2013-04-01,Colorado,26.0,Min Temperature,2013-04-01,4,2013,CO
2013-05-01,Colorado,38.4,Min Temperature,2013-05-01,5,2013,CO
2013-06-01,Colorado,48.9,Min Temperature,2013-06-01,6,2013,CO
2013-07-01,Colorado,54.2,Min Temperature,2013-07-01,7,2013,CO
2013-08-01,Colorado,52.9,Min Temperature,2013-08-01,8,2013,CO
2013-09-01,Colorado,47.7,Min Temperature,2013-09-01,9,2013,CO
2013-10-01,Colorado,30.9,Min Temperature,2013-10-01,10,2013,CO
2013-11-01,Colorado,22.5,Min Temperature,2013-11-01,11,2013,CO
2013-12-01,Colorado,10.8,Min Temperature,2013-12-01,12,2013,CO
2014-01-01,Colorado,13.1,Min Temperature,2014-01-01,1,2014,CO
2014-02-01,Colorado,15.8,Min Temperature,2014-02-01,2,2014,CO
2014-03-01,Colorado,22.1,Min Temperature,2014-03-01,3,2014,CO
2014-04-01,Colorado,29.6,Min Temperature,2014-04-01,4,2014,CO
2014-05-01,Colorado,38.5,Min Temperature,2014-05-01,5,2014,CO
2014-06-01,Colorado,47.0,Min Temperature,2014-06-01,6,2014,CO
2014-07-01,Colorado,54.2,Min Temperature,2014-07-01,7,2014,CO
2014-08-01,Colorado,50.9,Min Temperature,2014-08-01,8,2014,CO
2014-09-01,Colorado,45.7,Min Temperature,2014-09-01,9,2014,CO
2014-10-01,Colorado,35.6,Min Temperature,2014-10-01,10,2014,CO
2014-11-01,Colorado,20.1,Min Temperature,2014-11-01,11,2014,CO
2014-12-01,Colorado,16.4,Min Temperature,2014-12-01,12,2014,CO
2015-01-01,Colorado,17.3,Min Temperature,2015-01-01,1,2015,CO
2015-02-01,Colorado,19.4,Min Temperature,2015-02-01,2,2015,CO
2015-03-01,Colorado,26.3,Min Temperature,2015-03-01,3,2015,CO
2015-04-01,Colorado,31.1,Min Temperature,2015-04-01,4,2015,CO
2015-05-01,Colorado,38.4,Min Temperature,2015-05-01,5,2015,CO
2015-06-01,Colorado,50.6,Min Temperature,2015-06-01,6,2015,CO
2015-07-01,Colorado,52.9,Min Temperature,2015-07-01,7,2015,CO
2015-08-01,Colorado,52.0,Min Temperature,2015-08-01,8,2015,CO
2015-09-01,Colorado,47.2,Min Temperature,2015-09-01,9,2015,CO
2015-10-01,Colorado,38.2,Min Temperature,2015-10-01,10,2015,CO
2015-11-01,Colorado,21.7,Min Temperature,2015-11-01,11,2015,CO
2015-12-01,Colorado,14.2,Min Temperature,2015-12-01,12,2015,CO
2016-01-01,Colorado,13.2,Min Temperature,2016-01-01,1,2016,CO
2016-02-01,Colorado,19.0,Min Temperature,2016-02-01,2,2016,CO
2016-03-01,Colorado,23.9,Min Temperature,2016-03-01,3,2016,CO
2016-04-01,Colorado,30.6,Min Temperature,2016-04-01,4,2016,CO
2016-05-01,Colorado,37.5,Min Temperature,2016-05-01,5,2016,CO
2016-06-01,Colorado,50.5,Min Temperature,2016-06-01,6,2016,CO
2016-07-01,Colorado,54.0,Min Temperature,2016-07-01,7,2016,CO
2016-08-01,Colorado,50.4,Min Temperature,2016-08-01,8,2016,CO
2016-09-01,Colorado,44.7,Min Temperature,2016-09-01,9,2016,CO
2016-10-01,Colorado,36.2,Min Temperature,2016-10-01,10,2016,CO
2016-11-01,Colorado,26.4,Min Temperature,2016-11-01,11,2016,CO
2016-12-01,Colorado,12.8,Min Temperature,2016-12-01,12,2016,CO
2017-01-01,Colorado,14.5,Min Temperature,2017-01-01,1,2017,CO
2017-02-01,Colorado,22.9,Min Temperature,2017-02-01,2,2017,CO
2017-03-01,Colorado,27.9,Min Temperature,2017-03-01,3,2017,CO
2017-04-01,Colorado,30.8,Min Temperature,2017-04-01,4,2017,CO
2017-05-01,Colorado,37.7,Min Temperature,2017-05-01,5,2017,CO
2017-06-01,Colorado,48.9,Min Temperature,2017-06-01,6,2017,CO
2017-07-01,Colorado,54.7,Min Temperature,2017-07-01,7,2017,CO
2017-08-01,Colorado,50.6,Min Temperature,2017-08-01,8,2017,CO
2017-09-01,Colorado,45.2,Min Temperature,2017-09-01,9,2017,CO
2017-10-01,Colorado,31.9,Min Temperature,2017-10-01,10,2017,CO
2017-11-01,Colorado,27.7,Min Temperature,2017-11-01,11,2017,CO
2017-12-01,Colorado,16.3,Min Temperature,2017-12-01,12,2017,CO
2018-01-01,Colorado,15.7,Min Temperature,2018-01-01,1,2018,CO
2018-02-01,Colorado,15.8,Min Temperature,2018-02-01,2,2018,CO
2018-03-01,Colorado,23.3,Min Temperature,2018-03-01,3,2018,CO
2018-04-01,Colorado,29.4,Min Temperature,2018-04-01,4,2018,CO
2018-05-01,Colorado,42.4,Min Temperature,2018-05-01,5,2018,CO
2018-06-01,Colorado,50.1,Min Temperature,2018-06-01,6,2018,CO
2018-07-01,Colorado,54.8,Min Temperature,2018-07-01,7,2018,CO
2018-08-01,Colorado,51.3,Min Temperature,2018-08-01,8,2018,CO
2018-09-01,Colorado,46.5,Min Temperature,2018-09-01,9,2018,CO
2018-10-01,Colorado,33.0,Min Temperature,2018-10-01,10,2018,CO
2018-11-01,Colorado,20.0,Min Temperature,2018-11-01,11,2018,CO
2018-12-01,Colorado,14.0,Min Temperature,2018-12-01,12,2018,CO
2019-01-01,Colorado,13.4,Min Temperature,2019-01-01,1,2019,CO
2019-02-01,Colorado,12.3,Min Temperature,2019-02-01,2,2019,CO
2019-03-01,Colorado,21.7,Min Temperature,2019-03-01,3,2019,CO
2019-04-01,Colorado,31.7,Min Temperature,2019-04-01,4,2019,CO
2019-05-01,Colorado,35.3,Min Temperature,2019-05-01,5,2019,CO
2019-06-01,Colorado,45.7,Min Temperature,2019-06-01,6,2019,CO
2019-07-01,Colorado,53.8,Min Temperature,2019-07-01,7,2019,CO
2019-08-01,Colorado,53.0,Min Temperature,2019-08-01,8,2019,CO
2019-09-01,Colorado,47.5,Min Temperature,2019-09-01,9,2019,CO
2019-10-01,Colorado,25.5,Min Temperature,2019-10-01,10,2019,CO
2019-11-01,Colorado,21.6,Min Temperature,2019-11-01,11,2019,CO
2019-12-01,Colorado,16.2,Min Temperature,2019-12-01,12,2019,CO
2020-01-01,Colorado,14.8,Min Temperature,2020-01-01,1,2020,CO
2020-02-01,Colorado,13.4,Min Temperature,2020-02-01,2,2020,CO
2020-03-01,Colorado,26.1,Min Temperature,2020-03-01,3,2020,CO
2020-04-01,Colorado,28.6,Min Temperature,2020-04-01,4,2020,CO
2020-05-01,Colorado,40.5,Min Temperature,2020-05-01,5,2020,CO
2020-06-01,Colorado,49.2,Min Temperature,2020-06-01,6,2020,CO
2020-07-01,Colorado,54.1,Min Temperature,2020-07-01,7,2020,CO
2020-08-01,Colorado,53.8,Min Temperature,2020-08-01,8,2020,CO
2020-09-01,Colorado,43.0,Min Temperature,2020-09-01,9,2020,CO
2020-10-01,Colorado,31.0,Min Temperature,2020-10-01,10,2020,CO
2020-11-01,Colorado,24.6,Min Temperature,2020-11-01,11,2020,CO
2020-12-01,Colorado,13.9,Min Temperature,2020-12-01,12,2020,CO
2021-01-01,Colorado,14.5,Min Temperature,2021-01-01,1,2021,CO
2021-02-01,Colorado,13.0,Min Temperature,2021-02-01,2,2021,CO
2021-03-01,Colorado,22.8,Min Temperature,2021-03-01,3,2021,CO
2021-04-01,Colorado,28.5,Min Temperature,2021-04-01,4,2021,CO
2021-05-01,Colorado,39.5,Min Temperature,2021-05-01,5,2021,CO
2021-06-01,Colorado,50.3,Min Temperature,2021-06-01,6,2021,CO
2021-07-01,Colorado,55.3,Min Temperature,2021-07-01,7,2021,CO
2021-08-01,Colorado,52.1,Min Temperature,2021-08-01,8,2021,CO
2021-09-01,Colorado,46.5,Min Temperature,2021-09-01,9,2021,CO
2021-10-01,Colorado,33.5,Min Temperature,2021-10-01,10,2021,CO
2021-11-01,Colorado,26.6,Min Temperature,2021-11-01,11,2021,CO
2021-12-01,Colorado,19.0,Min Temperature,2021-12-01,12,2021,CO
2022-01-01,Colorado,12.8,Min Temperature,2022-01-01,1,2022,CO
2022-02-01,Colorado,11.0,Min Temperature,2022-02-01,2,2022,CO
2022-03-01,Colorado,21.1,Min Temperature,2022-03-01,3,2022,CO
2022-04-01,Colorado,28.6,Min Temperature,2022-04-01,4,2022,CO
2022-05-01,Colorado,38.6,Min Temperature,2022-05-01,5,2022,CO
2022-06-01,Colorado,49.3,Min Temperature,2022-06-01,6,2022,CO
2022-07-01,Colorado,56.0,Min Temperature,2022-07-01,7,2022,CO
2022-08-01,Colorado,53.5,Min Temperature,2022-08-01,8,2022,CO
2022-09-01,Colorado,46.8,Min Temperature,2022-09-01,9,2022,CO
2022-10-01,Colorado,33.2,Min Temperature,2022-10-01,10,2022,CO
2022-11-01,Colorado,18.0,Min Temperature,2022-11-01,11,2022,CO
2022-12-01,Colorado,13.2,Min Temperature,2022-12-01,12,2022,CO
2023-01-01,Colorado,13.2,Min Temperature,2023-01-01,1,2023,CO
2023-02-01,Colorado,11.6,Min Temperature,2023-02-01,2,2023,CO
2023-03-01,Colorado,17.7,Min Temperature,2023-03-01,3,2023,CO
2023-04-01,Colorado,26.3,Min Temperature,2023-04-01,4,2023,CO
2023-05-01,Colorado,40.8,Min Temperature,2023-05-01,5,2023,CO
2023-06-01,Colorado,46.1,Min Temperature,2023-06-01,6,2023,CO
